issue,titre,url,type,scope,priorite,milestone,resume,etat_code,confiance_etat,preuve_locale,score_detection,premier_commit,date_premier_commit,sujet_premier_commit,confiance_premier_commit,dernier_commit,date_dernier_commit,sujet_dernier_commit,confiance_dernier_commit,prochaine_action
82,[KYC-SM-01] Backend — KYC Session State Machine (XState/Logic),https://github.com/Ken-Andre/bicec-veripass/issues/82,Task,backend,,M3 - AI Engine Complete,"Backend — KYC Session State Machine (XState/Logic): Implement core state machine logic for kyc_sessions; Handle states: DRAFT, PENDING_KYC, PENDING_INFO, COMPLIANCE_REVIEW, etc.",Terminé probable,haute,"`kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `DRAFT` dans `CHANGELOG.md`; `PENDING_KYC` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`, `code/scripts/seed_kyc_compliance_visual_demo.py`",41,344971f7523e,2026-04-05,feat(kyc): overhaul context state and add verification screens (DRAFT),"haute: draft, state",f6f79589f3a8,2026-04-05,feat(backoffice): implement KYC funnel analytics hook (DRAFT),"haute: draft, state, machine",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
81,[BIO-12] Admin — Lockout 24h counter cleanup logic,https://github.com/Ken-Andre/bicec-veripass/issues/81,Task,security,,M3 - AI Engine Complete,Admin — Lockout 24h counter cleanup logic: Implement 24h lockout period for too many failed liveness sessions; Logic to track and reset lockout count based on IP/PhoneNumber,Terminé probable,haute,"`logic` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/pages/LoginPage.tsx`, `code/scripts/audit_sentry_issues.py`",17,b01dff6fe16c,2026-04-09,fix: resolve ruff linting errors,"moyenne/faible: logic, admin, security",4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
80,[BIO-11] UI — 60s cooldown timer screen,https://github.com/Ken-Andre/bicec-veripass/issues/80,Task,mobile,,M3 - AI Engine Complete,UI — 60s cooldown timer screen: UI for LOCKED_LIVENESS state; 60-second countdown timer for session retry,Terminé probable,haute,"`LOCKED_LIVENESS` dans `code/backend/tests/unit/test_kyc_router_hash.py`; fichiers proches: `code/backend/tests/unit/test_kyc_router_hash.py`, `CHANGELOG.md`, `code/mobile/src/views/kyc/SubmitSuccessScreen.tsx`",14,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
79,[BIO-10] Integration — Deduplication logic (pg_trgm),https://github.com/Ken-Andre/bicec-veripass/issues/79,Task,backend,,M3 - AI Engine Complete,"Integration — Deduplication logic (pg_trgm): Implement identity deduplication check using pg_trgm; Fuzzy match on Name, Date of Birth, and NIU",Terminé probable,haute,"`pg_trgm` dans `code/backend/alembic/versions/012_aml.py`; `compliance` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backend/alembic/versions/012_aml.py`, `docs/schema/ddl-complete.sql`",22,bff65cb671f6,2026-02-02,"feat: Introduce comprehensive AI agent system with BMM, BMB, TEA, and CIS workflows, agents, and commands.","moyenne/faible: compliance, integration",e6d9d20bda03,2026-05-29,"test: add classification UX proof + POV demo, KYC compliance visual demo, agent UX screenshots",moyenne/faible: compliance,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
78,[BIO-09] Integration — Global Dossier Confidence Score,https://github.com/Ken-Andre/bicec-veripass/issues/78,Task,produit,,M3 - AI Engine Complete,Integration — Global Dossier Confidence Score: Implement weighted scoring logic for global dossier confidence; Factors: OCR accuracy + Liveness score + Face match score + Coherence,Terminé probable,haute,"`logic` dans `CHANGELOG.md`; `scoring` dans `paddleocr_test/notebooks/ocr_utils.py`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/ocr_utils.py`, `code/scripts/seed_kyc_compliance_visual_demo.py`",28,4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
77,[BIO-08] Backend — Service crop portrait CNI,https://github.com/Ken-Andre/bicec-veripass/issues/77,Task,backend,,M3 - AI Engine Complete,Backend — Service crop portrait CNI: Implement automated service to crop face portrait from CNI Recto; Use MediaPipe or OpenCV for face detection in document,Terminé probable,haute,"`biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`, `paddleocr_test/test_kyc.py`",17,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
76,[BIO-07] UI — Liveness instruction animations & feedback,https://github.com/Ken-Andre/bicec-veripass/issues/76,Task,mobile,,M3 - AI Engine Complete,UI — Liveness instruction animations & feedback: Design and implement gesture instruction animations; Real-time feedback bar for gesture progress,Terminé probable,haute,"`biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`, `paddleocr_test/notebooks/ocr_utils.py`",16,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
75,[BIO-06] Database — Biometric results table schema,https://github.com/Ken-Andre/bicec-veripass/issues/75,Task,database,,M3 - AI Engine Complete,"Database — Biometric results table schema: Alembic migration for biometric_results table; Columns: id, session_id, type, match_score, liveness_score, status, metadata, created_at",Terminé probable,haute,"`biometric_results` dans `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `documents` dans `paddleocr_test/test_api_connection.py`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`, `code/backoffice/src/types/kyc.ts`",52,f9ad3bba0eed,2026-02-13,feat: Add sample invoice documents and initial project configuration files for Kiro agent.,moyenne/faible: documents,75fcbc5c97fa,2026-03-09,"feat: Add comprehensive OCR guide for Cameroon ID cards, new PaddleOCR tests, and architectural planning documents.",moyenne/faible: documents,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
74,[BIO-05] Integration — 3-Strike Lockout state machine,https://github.com/Ken-Andre/bicec-veripass/issues/74,Task,mobile,,M3 - AI Engine Complete,Integration — 3-Strike Lockout state machine: Implement the 3-strike lockout logic for liveness failures; State transition to LOCKED_LIVENESS,Terminé probable,haute,"`LOCKED_LIVENESS` dans `code/backend/tests/unit/test_kyc_router_hash.py`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`, `code/backend/tests/unit/test_kyc_router_hash.py`",31,4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,4dfb3bb7e04c,2026-05-18,"feat(kyc): add image processing, encryption utilities, and OCR merging logic",moyenne/faible: logic,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
73,[BIO-04] Backend — 1:1 Face Matching logic (Selfie vs CNI),https://github.com/Ken-Andre/bicec-veripass/issues/73,Task,backend,,M3 - AI Engine Complete,Backend — 1:1 Face Matching logic (Selfie vs CNI): Implement DeepFace 1:1 face matching matching; Compare cropped CNI portrait vs. liveness selfie,Terminé probable,haute,"`biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`, `paddleocr_test/notebooks/04_eneo_sanctions_exploration.py`",17,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
72,[BIO-03] Backend — Anti-spoofing scoring logic,https://github.com/Ken-Andre/bicec-veripass/issues/72,Task,backend,,M3 - AI Engine Complete,Backend — Anti-spoofing scoring logic: Implement MiniFASNet anti-spoofing score calculation; Define threshold for liveness pass/fail,Terminé probable,haute,"`biometric_results` dans `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`; `biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`, `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`",21,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
71,[BIO-02] Backend — Biometrics Service (DeepFace + MiniFASNet),https://github.com/Ken-Andre/bicec-veripass/issues/71,Task,"backend, infrastructure, ai-engine",,M3 - AI Engine Complete,Backend — Biometrics Service (DeepFace + MiniFASNet): Setup DeepFace and MiniFASNet backend services; Optimize models for deployment on on-premise infrastructure,Terminé probable,haute,"`biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`, `code/README.md`",16,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
70,[BIO-01] Mobile — Liveness Capture logic (MediaPipe gestures),https://github.com/Ken-Andre/bicec-veripass/issues/70,Task,"backend, mobile",,M3 - AI Engine Complete,"Mobile — Liveness Capture logic (MediaPipe gestures): Implement gesture-based liveness capture (Smile, Blink, Turn); Real-time landmark detection using MediaPipe WASM",Partiellement terminé,faible,"`biometrics` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`, `docs/diagrams/flows/liveness-verification-task-flow.md`",16,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
69,[OCR-07] UI — Field override logic & human tagging,https://github.com/Ken-Andre/bicec-veripass/issues/69,Task,mobile,,M3 - AI Engine Complete,UI — Field override logic & human tagging: Implement manual field override logic for clients; Flag overridden fields as human_corrected=true,Terminé probable,haute,"`human_corrected=true` dans `code/backend/app/modules/kyc/router.py`; `human_corrected` dans `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`; fichiers proches: `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`, `code/backend/app/modules/kyc/router.py`, `CHANGELOG.md`",21,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
68,[OCR-06] UI — Mobile Review Screen with confidence badges,https://github.com/Ken-Andre/bicec-veripass/issues/68,Task,mobile,,M3 - AI Engine Complete,"UI — Mobile Review Screen with confidence badges: Design and implement Review screen in mobile PWA; Display confidence badges: Green (>=85%), Orange (60-84%), Red (<60%)",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/01_interactive_ocr_testing.py`, `code/mobile/src/views/dashboard/AtmFinderScreen.tsx`",12,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
67,[OCR-05] Database — OCR results table schema,https://github.com/Ken-Andre/bicec-veripass/issues/67,Task,database,,M3 - AI Engine Complete,"Database — OCR results table schema: Alembic migration for ocr_fields table; Columns: id, document_id, field_name, field_value, confidence, engine, human_corrected, created_at",Terminé probable,haute,"`ocr_fields` dans `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`; `document_id` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `field_name` dans `paddleocr_test/notebooks/ocr_utils.py`; fichiers proches: `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`, `paddleocr_test/notebooks/ocr_utils.py`, `code/scripts/seed_kyc_compliance_visual_demo.py`",41,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
66,[OCR-04] Integration — Hybrid OCR Router (ADR-003),https://github.com/Ken-Andre/bicec-veripass/issues/66,Task,"backend, ai-engine",,M3 - AI Engine Complete,Integration — Hybrid OCR Router (ADR-003): Implement router logic specified in ADR-003; Threshold check (>=85% confidence),Partiellement terminé,faible,"fichiers proches: `CHANGELOG.md`, `code/backoffice/src/pages/analytics/OcrObservabilityPage.tsx`, `docs/consultant-integration-prompt.md`",11,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
65,[OCR-03] Backend — Celery Worker for OCR async jobs,https://github.com/Ken-Andre/bicec-veripass/issues/65,Task,backend,,M3 - AI Engine Complete,Backend — Celery Worker for OCR async jobs: Setup Celery worker with concurrency=1 for GLM-OCR; Define separate queue glm_ocr_jobs,Terminé probable,haute,"`concurrency=1` dans `code/backend/app/tasks_demo.py`; `glm_ocr_jobs` dans `code/test_celery.py`; `celery` dans `CHANGELOG.md`; fichiers proches: `CHANGELOG.md`, `code/backend/app/tasks_demo.py`, `code/test_celery.py`",26,960982b5d662,2026-05-28,"refactor(tasks): rewrite KYC/Sanctions celery tasks with SQLAlchemy 2.0 async, add NIU duplicate SequenceMatcher","haute: celery, async",960982b5d662,2026-05-28,"refactor(tasks): rewrite KYC/Sanctions celery tasks with SQLAlchemy 2.0 async, add NIU duplicate SequenceMatcher","haute: celery, async",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
64,[OCR-02] Backend — GLM-OCR Service (Fallback),https://github.com/Ken-Andre/bicec-veripass/issues/64,Task,"backend, ai-engine",,M3 - AI Engine Complete,Backend — GLM-OCR Service (Fallback): Implement GLM-OCR 0.9B fallback service; Handle complex semantic extraction for low-confidence fields,Terminé probable,haute,"`OCR-02` dans `code/CONTRIBUTING.md`; fichiers proches: `code/CONTRIBUTING.md`, `CHANGELOG.md`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",14,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
63,[OCR-01] Backend — PaddleOCR Service (Primary),https://github.com/Ken-Andre/bicec-veripass/issues/63,Task,"backend, ai-engine",,M3 - AI Engine Complete,Backend — PaddleOCR Service (Primary): Implement PaddleOCR PP-OCRv5 primary service; Optimize for CPU-only execution on i3,Trace faible / à vérifier,faible,"fichiers proches: `CHANGELOG.md`, `paddleocr_test/test_structure.py`, `code/scripts/test-backup-restore.sh`",9,,,,,,,,,Vérifier manuellement les fichiers détectés avant de dater le jalon.
62,[CAPTURE-08] Security — SHA-256 integrity hash calculation,https://github.com/Ken-Andre/bicec-veripass/issues/62,Task,"backend, security",,M2 - Capture MVP,Security — SHA-256 integrity hash calculation: Implement backend logic to compute SHA-256 for uploaded files; Compare with client-provided hash (if available),Partiellement terminé,faible,"`CAPTURE-08` dans `code/backend/tests/unit/test_document_storage.py`; fichiers proches: `CHANGELOG.md`, `code/backend/tests/unit/test_document_storage.py`, `docs/progress-tracker-M0-M1.md`",18,85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)","haute: référence issue #62, capture-08",85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)","haute: référence issue #62, capture-08",Planifier le reste à faire ou expliciter le périmètre réellement livré.
61,[CAPTURE-07] Database — Documents table migration,https://github.com/Ken-Andre/bicec-veripass/issues/61,Task,database,,M2 - Capture MVP,"Database — Documents table migration: Alembic migration for documents table; Columns: id, session_id, type, file_path, hash_sha256, status, created_at",Terminé probable,haute,"`documents` dans `paddleocr_test/test_api_connection.py`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `session_id` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/scripts/test-backup-restore.sh`, `paddleocr_test/test_api_connection.py`",37,af6c0aefef58,2026-02-16,"docs(planning): Establish core project planning documents including PRD, UX spec, and implementation plan, alongside detailed adversarial review findings.","haute: documents, implementation",af6c0aefef58,2026-02-16,"docs(planning): Establish core project planning documents including PRD, UX spec, and implementation plan, alongside detailed adversarial review findings.","haute: documents, implementation",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
60,[CAPTURE-06] Integration — MediaPipe WASM client-side quality gate,https://github.com/Ken-Andre/bicec-veripass/issues/60,Task,"mobile, ai-engine",,M2 - Capture MVP,Integration — MediaPipe WASM client-side quality gate: Load and configure MediaPipe WASM in PWA; Implement blur and glare detection logic,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/progress-tracker-M0-M1.md`, `code/mobile/src/services/mediapipeService.ts`",12,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
59,[CAPTURE-05] UI — Camera Preview & Framing Overlay,https://github.com/Ken-Andre/bicec-veripass/issues/59,Task,mobile,,M2 - Capture MVP,"UI — Camera Preview & Framing Overlay: Design and implement camera overlay (Rectangle guide); Real-time instructional text (e.g., ""Approchez la carte"")",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/kyc/CniCaptureScreen.tsx`, `docs/progress-tracker-M0-M1.md`",11,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
58,[CAPTURE-04] Infrastructure — Docker filesystem volume for doc storage,https://github.com/Ken-Andre/bicec-veripass/issues/58,Task,infrastructure,,M2 - Capture MVP,Infrastructure — Docker filesystem volume for doc storage: Configure persistent Docker volume for image storage (/data/documents); Implement directory structure per session,Terminé probable,haute,"`/data/documents` dans `code/mobile/tests/e2e/day1-stability.evidence.ts`; fichiers proches: `CHANGELOG.md`, `code/mobile/tests/e2e/day1-stability.evidence.ts`, `docs/progress-tracker-M0-M1.md`",18,82ac2a13ea54,2026-03-27,feat: add backup configuration and enhance infrastructure,"moyenne/faible: /data/documents, infrastructure, documents",82ac2a13ea54,2026-03-27,feat: add backup configuration and enhance infrastructure,"moyenne/faible: /data/documents, infrastructure, documents",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
57,[CAPTURE-03] Backend — Multipart upload handler for documents,https://github.com/Ken-Andre/bicec-veripass/issues/57,Task,backend,,M2 - Capture MVP,Backend — Multipart upload handler for documents: Implement POST /kyc/capture/cni endpoint; Handle multipart/form-data with image validation,Terminé probable,haute,"`api` dans `CHANGELOG.md`; `/kyc/capture/cni` dans `code/scripts/run_kyc_happy_path_acceptance.py`; fichiers proches: `CHANGELOG.md`, `code/scripts/run_kyc_happy_path_acceptance.py`, `docs/progress-tracker-M0-M1.md`",23,a4f07187c35d,2026-02-27,"docs: Add ADR-001 defining access states and transitions, and refine project documentation regarding Core Banking integration and IBU mock API.",moyenne/faible: api,6f4e2bd012e6,2026-06-03,feat(backoffice): analytics page and evidence viewer with API/dossier service updates,moyenne/faible: api,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
56,[CAPTURE-02] Mobile — CNI Verso Capture logic,https://github.com/Ken-Andre/bicec-veripass/issues/56,Task,mobile,,M2 - Capture MVP,Mobile — CNI Verso Capture logic: Implement transition from Recto to Verso capture; Reuse camera logic and framing overlay,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/progress-tracker-M0-M1.md`, `code/mobile/src/views/kyc/SignatureScreen.test.tsx`",13,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
55,[CAPTURE-01] Mobile — CNI Recto Capture logic,https://github.com/Ken-Andre/bicec-veripass/issues/55,Task,mobile,,M2 - Capture MVP,Mobile — CNI Recto Capture logic: Implement camera access logic in PWA; Handle frame capture and conversion to Blob,Terminé probable,haute,"`CAPTURE-01` dans `code/mobile/README.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/README.md`, `paddleocr_test/test_kyc.py`",17,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
39,Story 8.3: Account Management Dashboard & Status-Based Gating,https://github.com/Ken-Andre/bicec-veripass/issues/39,Story,"frontend, mobile, demo",,M6 - Analytics & Demo,"Story 8.3: Account Management Dashboard & Status-Based Gating: Cash-In (deposits), View balance, Account settings unlocked; Outbound transfers, Cash-Out, Crypto, Savings, Investment, Cards show padlock icon: ""Complétez votre NIU pour débloquer""",Terminé probable,haute,"`access_level` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `RESTRICTED` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `LIMITED_ACCESS` dans `code/mobile/src/views/dashboard/DashboardPage.tsx`; fichiers proches: `code/mobile/src/views/dashboard/DashboardPage.tsx`, `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/backoffice/src/test/e2e/kyc-compliance-visual-demo.evidence.ts`",34,87f9ff7ab2ec,2026-05-22,test(mobile): add settings official channel to evidence tests,"moyenne/faible: disabled, settings",87f9ff7ab2ec,2026-05-22,test(mobile): add settings official channel to evidence tests,"moyenne/faible: disabled, settings",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
38,Story 8.2: Use-Case Personalization Selection,https://github.com/Ken-Andre/bicec-veripass/issues/38,Story,"frontend, mobile, demo",,M6 - Analytics & Demo,Story 8.2: Use-Case Personalization Selection: Selections stored locally (IndexedDB/State); Choices saved to server (PATCH /kyc/session/preferences {use_cases: [...]}) upon form submission,Terminé probable,haute,"`use_cases` dans `code/backend/app/routers/demo.py`; fichiers proches: `code/backend/app/routers/demo.py`, `CHANGELOG.md`, `code/scripts/audit_sentry_issues.py`",15,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
37,Story 8.1: Plan Personalization Screen (Standard / Premium / Ultra),https://github.com/Ken-Andre/bicec-veripass/issues/37,Story,"backend, frontend, mobile, demo",,M6 - Analytics & Demo,"Story 8.1: Plan Personalization Screen (Standard / Premium / Ultra): Swipeable tab interface showing Standard, Premium, and Ultra plans; Each plan shows savings interest rate (e.g., Ultra 4.75%), transaction fees, features",Terminé probable,haute,"`PENDING_KYC` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; fichiers proches: `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`, `CHANGELOG.md`, `code/mobile/vite.config.ts`",14,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
36,Story 7.4: COBAC Compliance Pack Export,https://github.com/Ken-Andre/bicec-veripass/issues/36,Story,produit,,M6 - Analytics & Demo,"Story 7.4: COBAC Compliance Pack Export: A downloadable archive (.zip) is produced; Contains PDF summary: client identity, OCR fields, biometric scores, agent decisions, dates",Terminé probable,haute,"`audit_logs` dans `code/backend/tests/test_rbac.py`; fichiers proches: `CHANGELOG.md`, `code/backend/tests/test_rbac.py`, `code/scripts/test-backup-docker-images.sh`",16,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
35,Story 7.3: Immutable SHA-256 Audit Log Viewer,https://github.com/Ken-Andre/bicec-veripass/issues/35,Story,"security, aml, demo",,M6 - Analytics & Demo,"Story 7.3: Immutable SHA-256 Audit Log Viewer: Chronological list of events with: event type, actor (user/agent ID), timestamp, IP; SHA-256 hash displayed for the event payload",Terminé probable,haute,"`DOSSIER_APPROVED` dans `code/mobile/src/views/dashboard/NotificationsScreen.tsx`; `DOSSIER_REJECTED` dans `code/mobile/src/views/dashboard/NotificationsScreen.tsx`; `AML_CLEARED` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/mobile/src/views/dashboard/NotificationsScreen.tsx`, `CHANGELOG.md`, `code/backoffice/src/types/kyc.ts`",31,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
34,Story 7.2: Funnel Drop-Off Analytics,https://github.com/Ken-Andre/bicec-veripass/issues/34,Story,analytics,,M6 - Analytics & Demo,Story 7.2: Funnel Drop-Off Analytics: Shows conversion rates at each step: Inscription → CNI Recto → CNI Verso → Liveness → Adresse → NIU → Consentement → Soumis → Approuvé → Activé; Can filter by date range and agency,Partiellement terminé,faible,"fichiers proches: `CHANGELOG.md`, `docs/BICEC-VERIPASS-VUE-ENSEMBLE.md`, `docs/articles/guide-complet-ocr-systeme-production-cni-cameroun.md`",13,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
33,Story 7.1: SLA & Operational Health Dashboard (R/Y/G),https://github.com/Ken-Andre/bicec-veripass/issues/33,Story,analytics,,M6 - Analytics & Demo,"Story 7.1: SLA & Operational Health Dashboard (R/Y/G): Status tiles visible: Agent Queue SLA (% within target), Liveness Failure Rate, Duplicate Alert Rate, Amplitude Batch Success Rate, System Health (FastAPI, Postgres, Redis); Colored states: GREEN (<threshold), YELLOW (approaching), RED (exceeded)",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `code/backoffice/src/test/e2e/thomas-operational-audit.evidence.ts`, `paddleocr_test/notebooks/ocr_utils.py`",12,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
32,Story 6.4: Agency CRUD Management & Amplitude Provisioning Monitor,https://github.com/Ken-Andre/bicec-veripass/issues/32,Story,aml,,M4 - Back-Office MVP,"Story 6.4: Agency CRUD Management & Amplitude Provisioning Monitor: He can Create, Read, Update, Deactivate agencies (CRUD); Agency fields: Name, region, zone coordinates, max agent capacity",Terminé probable,haute,"`READY_FOR_OPS` dans `code/backoffice/src/types/kyc.ts`; `provisioning_batch` dans `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`; `PROVISIONING` dans `code/backoffice/src/pages/compliance/BatchMonitorPage.tsx`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/kyc/SubmitSuccessScreen.tsx`, `code/backoffice/src/types/kyc.ts`",38,d27ed5ff2b9a,2026-04-13,Merge pull request #322 from Ken-Andre/CI-node-patch-1,haute: référence issue #32,de7897f62788,2026-05-23,Merge pull request #321 from Ken-Andre/develop,haute: référence issue #32,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
31,Story 6.3: Identity Conflict Resolution (Conflict Resolver),https://github.com/Ken-Andre/bicec-veripass/issues/31,Story,aml,,M4 - Back-Office MVP,"Story 6.3: Identity Conflict Resolution (Conflict Resolver): Side-by-side view: new dossier vs. suspected existing client record; Actions available: ""Confirmer comme même personne (Lier)"" or ""Rejeter comme fraude""",Terminé probable,haute,"`audit_logs` dans `code/backend/tests/test_rbac.py`; `REJECTED` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `code/backend/tests/test_rbac.py`, `code/backoffice/src/types/kyc.ts`, `CHANGELOG.md`",23,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
30,Story 6.2: AML Alert Review & PEP Screening,https://github.com/Ken-Andre/bicec-veripass/issues/30,Story,aml,,M4 - Back-Office MVP,"Story 6.2: AML Alert Review & PEP Screening: Thomas sees match score and matching entry details; Side-by-side verification panel: client profile vs. PEP/Sanctions entry (name, DOB, country)",Terminé probable,haute,"`COMPLIANCE_REVIEW` dans `code/mobile/src/types/index.ts`; `PENDING_KYC` dans `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`; `AML_CLEARED` dans `code/backoffice/src/types/kyc.ts`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/types/index.ts`, `code/backoffice/src/pages/validation/ValidationQueuePage.tsx`",39,e6d9d20bda03,2026-05-29,"test: add classification UX proof + POV demo, KYC compliance visual demo, agent UX screenshots","moyenne/faible: disabled, alert, compliance",e6d9d20bda03,2026-05-29,"test: add classification UX proof + POV demo, KYC compliance visual demo, agent UX screenshots","moyenne/faible: disabled, alert, compliance",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
